gene	ncbi_gene_id	ncbi_protein_id	uniprot_id	description
mtm:MYCTH_2299428	ncbi-geneid:11505557	ncbi-proteinid:XP_003660755	up:G2Q631	hypothetical protein
mtm:MYCTH_2299438	ncbi-geneid:11509101	ncbi-proteinid:XP_003660760	up:G2Q636	hypothetical protein
mtm:MYCTH_2299442	ncbi-geneid:11505517	ncbi-proteinid:XP_003660761	up:G2Q637	hypothetical protein
mtm:MYCTH_2299445	ncbi-geneid:11508812	ncbi-proteinid:XP_003660762	up:G2Q638	hypothetical protein
mtm:MYCTH_2299448	ncbi-geneid:11511632	ncbi-proteinid:XP_003660765	up:G2Q641	hypothetical protein
mtm:MYCTH_2299450	ncbi-geneid:11506074	ncbi-proteinid:XP_003660766	up:G2Q642	glycosyltransferase family 2 protein
mtm:MYCTH_2299456	ncbi-geneid:11505969	ncbi-proteinid:XP_003660768	up:G2Q644	hypothetical protein
mtm:MYCTH_2299460	ncbi-geneid:11508449	ncbi-proteinid:XP_003660769	up:G2Q645	hypothetical protein
mtm:MYCTH_2299462	ncbi-geneid:11508611	ncbi-proteinid:XP_003660770	up:G2Q646	hypothetical protein
mtm:MYCTH_2299464	ncbi-geneid:11508390	ncbi-proteinid:XP_003660771	up:G2Q647	hypothetical protein
mtm:MYCTH_2299469	ncbi-geneid:11508574	ncbi-proteinid:XP_003660772	up:G2Q648	hypothetical protein
mtm:MYCTH_2299470	ncbi-geneid:11513072	ncbi-proteinid:XP_003660773	up:G2Q649	hypothetical protein
mtm:MYCTH_2299473	ncbi-geneid:11511590	ncbi-proteinid:XP_003660774	up:G2Q650	hypothetical protein
mtm:MYCTH_2299478	ncbi-geneid:11505736	ncbi-proteinid:XP_003660776	up:G2Q652	hypothetical protein
mtm:MYCTH_2299479	ncbi-geneid:11508737	ncbi-proteinid:XP_003660777	up:G2Q653	hypothetical protein
mtm:MYCTH_2299483	ncbi-geneid:11508005	ncbi-proteinid:XP_003660778	up:G2Q654	hypothetical protein
mtm:MYCTH_2299489	ncbi-geneid:11505565	ncbi-proteinid:XP_003660779	up:G2Q655	hypothetical protein
mtm:MYCTH_2299494	ncbi-geneid:11508483	ncbi-proteinid:XP_003660784	up:G2Q660	hypothetical protein
mtm:MYCTH_2299495	ncbi-geneid:11508554	ncbi-proteinid:XP_003660786	up:G2Q662	hypothetical protein
mtm:MYCTH_2299497	ncbi-geneid:11511641	ncbi-proteinid:XP_003660788	up:G2Q664	hypothetical protein
mtm:MYCTH_2299507	ncbi-geneid:11508843	ncbi-proteinid:XP_003660792	up:G2Q668	hypothetical protein
mtm:MYCTH_2299512	ncbi-geneid:11505713	ncbi-proteinid:XP_003660794	up:G2Q670	hypothetical protein
mtm:MYCTH_2299516	ncbi-geneid:11508457	ncbi-proteinid:XP_003660798	up:G2Q674	hypothetical protein
mtm:MYCTH_2299518	ncbi-geneid:11509033	ncbi-proteinid:XP_003660799	up:G2Q675	hypothetical protein
mtm:MYCTH_2299520	ncbi-geneid:11509017	ncbi-proteinid:XP_003660803	up:G2Q679	hypothetical protein
mtm:MYCTH_2299521	ncbi-geneid:11513133	ncbi-proteinid:XP_003660805	up:G2Q681	hypothetical protein
mtm:MYCTH_2299528	ncbi-geneid:11505737	ncbi-proteinid:XP_003660809	up:G2Q6J1	hypothetical protein
mtm:MYCTH_2299531	ncbi-geneid:11509048	ncbi-proteinid:XP_003660810	up:G2Q6J2	hypothetical protein
mtm:MYCTH_2299532	ncbi-geneid:11509099	ncbi-proteinid:XP_003660811	up:G2Q6J3	hypothetical protein
mtm:MYCTH_2299535	ncbi-geneid:11506061	ncbi-proteinid:XP_003660813	up:G2Q6J5	hypothetical protein
mtm:MYCTH_2299541	ncbi-geneid:11513214	ncbi-proteinid:XP_003660815	up:G2Q6J7	hypothetical protein
mtm:MYCTH_2299543	ncbi-geneid:11507966	ncbi-proteinid:XP_003660816	up:G2Q6J8	hypothetical protein
mtm:MYCTH_2299548	ncbi-geneid:11508059	ncbi-proteinid:XP_003660818	up:G2Q6K0	hypothetical protein
mtm:MYCTH_2299551	ncbi-geneid:11506078	ncbi-proteinid:XP_003660819	up:G2Q6K1	hypothetical protein
mtm:MYCTH_2299552	ncbi-geneid:11508824	ncbi-proteinid:XP_003660820	up:G2Q6K2	hypothetical protein
mtm:MYCTH_2299553	ncbi-geneid:11513191	ncbi-proteinid:XP_003660821	up:G2Q6K3	hypothetical protein
mtm:MYCTH_2299554	ncbi-geneid:11508918	ncbi-proteinid:XP_003660822	up:G2Q6K4	hypothetical protein
mtm:MYCTH_2299555	ncbi-geneid:11509189	ncbi-proteinid:XP_003660823	up:G2Q6K5	hypothetical protein
mtm:MYCTH_2299559	ncbi-geneid:11505523	ncbi-proteinid:XP_003660824	up:G2Q6K6	hypothetical protein
mtm:MYCTH_2299561	ncbi-geneid:11511682	ncbi-proteinid:XP_003660825	up:G2Q6K7	hypothetical protein
mtm:MYCTH_2299563	ncbi-geneid:11508488	ncbi-proteinid:XP_003660826	up:G2Q6K8	hypothetical protein
mtm:MYCTH_2299564	ncbi-geneid:11509045	ncbi-proteinid:XP_003660827	up:G2Q6K9	hypothetical protein
mtm:MYCTH_2299569	ncbi-geneid:11508071	ncbi-proteinid:XP_003660829	up:G2Q6L1	hypothetical protein
mtm:MYCTH_2299571	ncbi-geneid:11509184	ncbi-proteinid:XP_003660833	up:G2Q6L5	hypothetical protein
mtm:MYCTH_2299573	ncbi-geneid:11512950	ncbi-proteinid:XP_003660834	up:G2Q6L6	hypothetical protein
mtm:MYCTH_2299575	ncbi-geneid:11508968	ncbi-proteinid:XP_003660837	up:G2Q6L9	hypothetical protein
mtm:MYCTH_2299578	ncbi-geneid:11509093	ncbi-proteinid:XP_003660838	up:G2Q6M0	hypothetical protein
mtm:MYCTH_2299582	ncbi-geneid:11513162	ncbi-proteinid:XP_003660840	up:G2Q6M2	hypothetical protein
mtm:MYCTH_2299583	ncbi-geneid:11513142	ncbi-proteinid:XP_003660841	up:G2Q6M3	hypothetical protein
mtm:MYCTH_2299585	ncbi-geneid:11509133	ncbi-proteinid:XP_003660842	up:G2Q6M4	hypothetical protein
mtm:MYCTH_2299590	ncbi-geneid:11509102	ncbi-proteinid:XP_003660844	up:G2Q6M6	hypothetical protein
mtm:MYCTH_2299597	ncbi-geneid:11513158	ncbi-proteinid:XP_003660846	up:G2Q6M8	hypothetical protein
mtm:MYCTH_2299604	ncbi-geneid:11508440	ncbi-proteinid:XP_003660848	up:G2Q6N0	hypothetical protein
mtm:MYCTH_2299605	ncbi-geneid:11509146	ncbi-proteinid:XP_003660849	up:G2Q6N1	hypothetical protein
mtm:MYCTH_2299606	ncbi-geneid:11508977	ncbi-proteinid:XP_003660850	up:G2Q6N2	hypothetical protein
mtm:MYCTH_2299608	ncbi-geneid:11508547	ncbi-proteinid:XP_003660851	up:G2Q6N3	hypothetical protein
mtm:MYCTH_2299610	ncbi-geneid:11509106	ncbi-proteinid:XP_003660852	up:G2Q6N4	hypothetical protein
mtm:MYCTH_2299613	ncbi-geneid:11512841	ncbi-proteinid:XP_003660853	up:G2Q6N5	RAD5-like protein
mtm:MYCTH_2299619	ncbi-geneid:11512935	ncbi-proteinid:XP_003660855	up:G2Q6N8	hypothetical protein
mtm:MYCTH_2299621	ncbi-geneid:11513135	ncbi-proteinid:XP_003660856	up:G2Q733	hypothetical protein
mtm:MYCTH_2299626	ncbi-geneid:11505964	ncbi-proteinid:XP_003660859	up:G2Q736	hypothetical protein
mtm:MYCTH_2299636	ncbi-geneid:11512889	ncbi-proteinid:XP_003660862	up:G2Q739	hypothetical protein
mtm:MYCTH_2299639	ncbi-geneid:11508639	ncbi-proteinid:XP_003660864	up:G2Q741	hypothetical protein
mtm:MYCTH_2299642	ncbi-geneid:11513036	ncbi-proteinid:XP_003660866	up:G2Q743	hypothetical protein
mtm:MYCTH_2299645	ncbi-geneid:11508114	ncbi-proteinid:XP_003660867	up:G2Q744	hypothetical protein
mtm:MYCTH_2299648	ncbi-geneid:11508522	ncbi-proteinid:XP_003660868	up:G2Q745	hypothetical protein
mtm:MYCTH_2299655	ncbi-geneid:11508727	ncbi-proteinid:XP_003660871	up:G2Q748	hypothetical protein
mtm:MYCTH_2299657	ncbi-geneid:11511695	ncbi-proteinid:XP_003660872	up:G2Q749	hypothetical protein
mtm:MYCTH_2299664	ncbi-geneid:11508575	ncbi-proteinid:XP_003660874	up:G2Q751	hypothetical protein
mtm:MYCTH_2299676	ncbi-geneid:11508906	ncbi-proteinid:XP_003660879	up:G2Q756	hypothetical protein
mtm:MYCTH_2299680	ncbi-geneid:11508912	ncbi-proteinid:XP_003660880	up:G2Q757	hypothetical protein
mtm:MYCTH_2299683	ncbi-geneid:11505555	ncbi-proteinid:XP_003660881	up:G2Q758	hypothetical protein
mtm:MYCTH_2299686	ncbi-geneid:11509089	ncbi-proteinid:XP_003660882	up:G2Q759	hypothetical protein
mtm:MYCTH_2299692	ncbi-geneid:11513170	ncbi-proteinid:XP_003660883	up:G2Q760	hypothetical protein
mtm:MYCTH_2299695	ncbi-geneid:11505522	ncbi-proteinid:XP_003660884	up:G2Q761	hypothetical protein
mtm:MYCTH_2299698	ncbi-geneid:11512828	ncbi-proteinid:XP_003660886	up:G2Q763	hypothetical protein
mtm:MYCTH_2299715	ncbi-geneid:11509050	ncbi-proteinid:XP_003660894	up:G2Q771	hypothetical protein
mtm:MYCTH_2299718	ncbi-geneid:11508704	ncbi-proteinid:XP_003660895	up:G2Q772	hypothetical protein
mtm:MYCTH_2299719	ncbi-geneid:11508518	ncbi-proteinid:XP_003660896	up:G2Q773	hypothetical protein
mtm:MYCTH_2299721	ncbi-geneid:11512930	ncbi-proteinid:XP_003660897	up:G2Q774	glycoside hydrolase family 61 protein
mtm:MYCTH_2299723	ncbi-geneid:11508820	ncbi-proteinid:XP_003660898	up:G2Q775	hypothetical protein
mtm:MYCTH_2299731	ncbi-geneid:11513389	ncbi-proteinid:XP_003660905	up:G2Q782	hypothetical protein
mtm:MYCTH_2299733	ncbi-geneid:11505719	ncbi-proteinid:XP_003660907	up:G2Q784	hypothetical protein
mtm:MYCTH_2299735	ncbi-geneid:11505568	ncbi-proteinid:XP_003660912	up:G2PZI1	hypothetical protein
mtm:MYCTH_2299736	ncbi-geneid:11508099	ncbi-proteinid:XP_003660914	up:G2PZI3	hypothetical protein
mtm:MYCTH_2299739	ncbi-geneid:11507965	ncbi-proteinid:XP_003660918	up:G2PZI7	hypothetical protein
mtm:MYCTH_2299742	ncbi-geneid:11508048	ncbi-proteinid:XP_003660920	up:G2PZI9	hypothetical protein
mtm:MYCTH_2299743	ncbi-geneid:11513018	ncbi-proteinid:XP_003660921	up:G2PZJ0	hypothetical protein
mtm:MYCTH_2299745	ncbi-geneid:11508593	ncbi-proteinid:XP_003660922	up:G2PZJ1	hypothetical protein
mtm:MYCTH_2299749	ncbi-geneid:11511593	ncbi-proteinid:XP_003660923	up:G2PZJ2	GMC oxidoreductase-like protein
mtm:MYCTH_2299753	ncbi-geneid:11508000	ncbi-proteinid:XP_003660924	up:G2PZJ3	hypothetical protein
mtm:MYCTH_2299757	ncbi-geneid:11506023	ncbi-proteinid:XP_003660925	up:G2PZJ4	hypothetical protein
mtm:MYCTH_2299772	ncbi-geneid:11508103	ncbi-proteinid:XP_003660935	up:G2PZK4	hypothetical protein
mtm:MYCTH_2299773	ncbi-geneid:11506050	ncbi-proteinid:XP_003660936	up:G2PZK5	hypothetical protein
mtm:MYCTH_2299779	ncbi-geneid:11509177	ncbi-proteinid:XP_003660937	up:G2PZK6	hypothetical protein
mtm:MYCTH_2299780	ncbi-geneid:11508779	ncbi-proteinid:XP_003660938	up:G2PZK7	glycoside hydrolase family 55 protein
mtm:MYCTH_2299783	ncbi-geneid:11508380	ncbi-proteinid:XP_003660941	up:G2PZL0	hypothetical protein
mtm:MYCTH_2299794	ncbi-geneid:11508391	ncbi-proteinid:XP_003660951	up:G2PZM0	hypothetical protein
mtm:MYCTH_2299804	ncbi-geneid:11506032	ncbi-proteinid:XP_003660954	up:G2PZM3	hypothetical protein
mtm:MYCTH_2299806	ncbi-geneid:11509156	ncbi-proteinid:XP_003660955	up:G2PZM4	hypothetical protein
mtm:MYCTH_2299819	ncbi-geneid:11508188	ncbi-proteinid:XP_003660957	up:G2PZM6	hypothetical protein
mtm:MYCTH_2299820	ncbi-geneid:11508141	ncbi-proteinid:XP_003660958	up:G2PZM7	hypothetical protein
mtm:MYCTH_2299830	ncbi-geneid:11505524	ncbi-proteinid:XP_003660960	up:G2PZM9	hypothetical protein
mtm:MYCTH_2299837	ncbi-geneid:11507997	ncbi-proteinid:XP_003660963	up:G2Q044	hypothetical protein
mtm:MYCTH_2299838	ncbi-geneid:11509080	ncbi-proteinid:XP_003660964	up:G2Q045	hypothetical protein
mtm:MYCTH_2299840	ncbi-geneid:11513200	ncbi-proteinid:XP_003660965	up:G2Q046	hypothetical protein
mtm:MYCTH_2299841	ncbi-geneid:11513149	ncbi-proteinid:XP_003660966	up:G2Q047	hypothetical protein
mtm:MYCTH_2299842	ncbi-geneid:11511696	ncbi-proteinid:XP_003660968	up:G2Q049	hypothetical protein
mtm:MYCTH_2299843	ncbi-geneid:11505554	ncbi-proteinid:XP_003660969	up:G2Q050	hypothetical protein
mtm:MYCTH_2299844	ncbi-geneid:11513198	ncbi-proteinid:XP_003660970	up:G2Q051	hypothetical protein
mtm:MYCTH_2299846	ncbi-geneid:11513192	ncbi-proteinid:XP_003660971	up:G2Q052	hypothetical protein
mtm:MYCTH_2299849	ncbi-geneid:11513138	ncbi-proteinid:XP_003660972	up:G2Q053	hypothetical protein
mtm:MYCTH_2299851	ncbi-geneid:11506058	ncbi-proteinid:XP_003660973	up:G2Q054	hypothetical protein
mtm:MYCTH_2299852	ncbi-geneid:11513066	ncbi-proteinid:XP_003660974	up:G2Q055	hypothetical protein
mtm:MYCTH_2299854	ncbi-geneid:11505630	ncbi-proteinid:XP_003660975	up:G2Q056	hypothetical protein
mtm:MYCTH_2299856	ncbi-geneid:11508594	ncbi-proteinid:XP_003660976	up:G2Q057	hypothetical protein
mtm:MYCTH_2299868	ncbi-geneid:11505951	ncbi-proteinid:XP_003660984	up:G2Q065	hypothetical protein
mtm:MYCTH_2299876	ncbi-geneid:11512825	ncbi-proteinid:XP_003660991	up:G2Q072	hypothetical protein
mtm:MYCTH_2299879	ncbi-geneid:11508731	ncbi-proteinid:XP_003660992	up:G2Q073	hypothetical protein
mtm:MYCTH_2299883	ncbi-geneid:11505900	ncbi-proteinid:XP_003660993	up:G2Q074	hypothetical protein
mtm:MYCTH_2299886	ncbi-geneid:11506001	ncbi-proteinid:XP_003660995	up:G2Q076	hypothetical protein
mtm:MYCTH_2299887	ncbi-geneid:11505716	ncbi-proteinid:XP_003660996	up:G2Q077	hypothetical protein
mtm:MYCTH_2299888	ncbi-geneid:11509026	ncbi-proteinid:XP_003660997	up:G2Q078	hypothetical protein
mtm:MYCTH_2299891	ncbi-geneid:11505494	ncbi-proteinid:XP_003660998	up:G2Q079	hypothetical protein
mtm:MYCTH_2299900	ncbi-geneid:11508578	ncbi-proteinid:XP_003661003	up:G2Q084	hypothetical protein
mtm:MYCTH_2299903	ncbi-geneid:11508426	ncbi-proteinid:XP_003661005	up:G2Q086	hypothetical protein
mtm:MYCTH_2299904	ncbi-geneid:11506030	ncbi-proteinid:XP_003661006	up:G2Q087	hypothetical protein
mtm:MYCTH_2299907	ncbi-geneid:11508514	ncbi-proteinid:XP_003661007	up:G2Q088	hypothetical protein
mtm:MYCTH_2299910	ncbi-geneid:11511586	ncbi-proteinid:XP_003661008	up:G2Q089	hypothetical protein
mtm:MYCTH_2299911	ncbi-geneid:11508709	ncbi-proteinid:XP_003661009	up:G2Q090	hypothetical protein
mtm:MYCTH_2299913	ncbi-geneid:11508700	ncbi-proteinid:XP_003661010	up:G2Q091	hypothetical protein
mtm:MYCTH_2299915	ncbi-geneid:11508038	ncbi-proteinid:XP_003661011	up:G2Q092	hypothetical protein
mtm:MYCTH_2299921	ncbi-geneid:11508182	ncbi-proteinid:XP_003661015	up:G2Q096	hypothetical protein
mtm:MYCTH_2299922	ncbi-geneid:11513415	ncbi-proteinid:XP_003661016	up:G2Q0Q9	hypothetical protein
mtm:MYCTH_2299923	ncbi-geneid:11505485	ncbi-proteinid:XP_003661017	up:G2Q0R0	glycoside hydrolase family 78 protein
mtm:MYCTH_2299964	ncbi-geneid:11511733	ncbi-proteinid:XP_003661026	up:G2Q9Y0	hypothetical protein
mtm:MYCTH_2299965	ncbi-geneid:11511734	ncbi-proteinid:XP_003661027	up:G2QA34	hypothetical protein
mtm:MYCTH_2299968	ncbi-geneid:11511735	ncbi-proteinid:XP_003661028	up:G2QA35	hypothetical protein
mtm:MYCTH_2299969	ncbi-geneid:11511736	ncbi-proteinid:XP_003661029	up:G2QA36	hypothetical protein
mtm:MYCTH_2299975	ncbi-geneid:11511741	ncbi-proteinid:XP_003661034	up:G2QA41	hypothetical protein
mtm:MYCTH_2299976	ncbi-geneid:11511742	ncbi-proteinid:XP_003661035	up:G2QA42	hypothetical protein
mtm:MYCTH_2299979	ncbi-geneid:11511746	ncbi-proteinid:XP_003661039	up:G2QA46	hypothetical protein
mtm:MYCTH_2299980	ncbi-geneid:11511702	ncbi-proteinid:XP_003661040	up:G2QA47	hypothetical protein
mtm:MYCTH_2299985	ncbi-geneid:11511704	ncbi-proteinid:XP_003661042	up:G2QA49	hypothetical protein
mtm:MYCTH_2299988	ncbi-geneid:11511707	ncbi-proteinid:XP_003661045	up:G2QA52	hypothetical protein
mtm:MYCTH_2299991	ncbi-geneid:11511708	ncbi-proteinid:XP_003661046	up:G2QA53	hypothetical protein
mtm:MYCTH_2299996	ncbi-geneid:11512503	ncbi-proteinid:XP_003661047	up:G2QA54	hypothetical protein
mtm:MYCTH_2299997	ncbi-geneid:11511710	ncbi-proteinid:XP_003661048	up:G2QA55	hypothetical protein
mtm:MYCTH_2299998	ncbi-geneid:11511711	ncbi-proteinid:XP_003661049	up:G2QA56	hypothetical protein
mtm:MYCTH_2300003	ncbi-geneid:11511713	ncbi-proteinid:XP_003661051	up:G2QA58	hypothetical protein
mtm:MYCTH_2300006	ncbi-geneid:11511714	ncbi-proteinid:XP_003661052	up:G2QA59	hypothetical protein
mtm:MYCTH_2300008	ncbi-geneid:11511715	ncbi-proteinid:XP_003661053	up:G2QA60	hypothetical protein
mtm:MYCTH_2300010	ncbi-geneid:11511716	ncbi-proteinid:XP_003661054	up:G2QA61	hypothetical protein
mtm:MYCTH_2300011	ncbi-geneid:11511717	ncbi-proteinid:XP_003661055	up:G2QA62	hypothetical protein
mtm:MYCTH_2300012	ncbi-geneid:11511718	ncbi-proteinid:XP_003661056	up:G2QA63	hypothetical protein
mtm:MYCTH_2300024	ncbi-geneid:11511720	ncbi-proteinid:XP_003661058	up:G2QA65	hypothetical protein
mtm:MYCTH_2300032	ncbi-geneid:11511723	ncbi-proteinid:XP_003661061	up:G2QA68	hypothetical protein
mtm:MYCTH_2300033	ncbi-geneid:11511725	ncbi-proteinid:XP_003661063	up:G2QA70	hypothetical protein
mtm:MYCTH_2300045	ncbi-geneid:11511726	ncbi-proteinid:XP_003661064	up:G2QA71	hypothetical protein
mtm:MYCTH_2300046	ncbi-geneid:11511727	ncbi-proteinid:XP_003661065	up:G2QA72	hypothetical protein
mtm:MYCTH_2300047	ncbi-geneid:11511728	ncbi-proteinid:XP_003661066	up:G2QA73	hypothetical protein
mtm:MYCTH_2300049	ncbi-geneid:11511729	ncbi-proteinid:XP_003661067	up:G2QA74	hypothetical protein
mtm:MYCTH_2300050	ncbi-geneid:11511747	ncbi-proteinid:XP_003661068	up:G2QA75	hypothetical protein
mtm:MYCTH_2300052	ncbi-geneid:11511748	ncbi-proteinid:XP_003661069	up:G2QA76	hypothetical protein
mtm:MYCTH_2300054	ncbi-geneid:11511749	ncbi-proteinid:XP_003661070	up:G2QA77	hypothetical protein
mtm:MYCTH_2300056	ncbi-geneid:11511750	ncbi-proteinid:XP_003661071	up:G2QA78	hypothetical protein
mtm:MYCTH_2300057	ncbi-geneid:11511751	ncbi-proteinid:XP_003661072	up:G2QA79	hypothetical protein
mtm:MYCTH_2300059	ncbi-geneid:11511752	ncbi-proteinid:XP_003661073	up:G2QA80	hypothetical protein
mtm:MYCTH_2300064	ncbi-geneid:11511757	ncbi-proteinid:XP_003661078	up:G2QA85	hypothetical protein
mtm:MYCTH_2300067	ncbi-geneid:11511758	ncbi-proteinid:XP_003661079	up:G2QA86	hypothetical protein
mtm:MYCTH_2300069	ncbi-geneid:11511759	ncbi-proteinid:XP_003661080	up:G2QA87	hypothetical protein
mtm:MYCTH_2300071	ncbi-geneid:11511760	ncbi-proteinid:XP_003661081	up:G2QAE0	hypothetical protein
mtm:MYCTH_2300073	ncbi-geneid:11511761	ncbi-proteinid:XP_003661082	up:G2QAE1	hypothetical protein
mtm:MYCTH_2300079	ncbi-geneid:11511763	ncbi-proteinid:XP_003661084	up:G2QAE3	glycoside hydrolase family 31 protein
mtm:MYCTH_2300082	ncbi-geneid:11511764	ncbi-proteinid:XP_003661085	up:G2QAE4	hypothetical protein
mtm:MYCTH_2300087	ncbi-geneid:11511766	ncbi-proteinid:XP_003661087	up:G2QAE6	hypothetical protein
mtm:MYCTH_2300091	ncbi-geneid:11511767	ncbi-proteinid:XP_003661088	up:G2QAE7	hypothetical protein
mtm:MYCTH_2300093	ncbi-geneid:11511768	ncbi-proteinid:XP_003661089	up:G2QAE8	hypothetical protein
mtm:MYCTH_2300094	ncbi-geneid:11511769	ncbi-proteinid:XP_003661090	up:G2QAE9	hypothetical protein
mtm:MYCTH_2300099	ncbi-geneid:11511770	ncbi-proteinid:XP_003661091	up:G2QAF0	hypothetical protein
mtm:MYCTH_2300101	ncbi-geneid:11511772	ncbi-proteinid:XP_003661093	up:G2QAF2	hypothetical protein
mtm:MYCTH_2300105	ncbi-geneid:11511773	ncbi-proteinid:XP_003661094	up:G2QAF3	hypothetical protein
mtm:MYCTH_2300111	ncbi-geneid:11511776	ncbi-proteinid:XP_003661097	up:G2QAF6	hypothetical protein
mtm:MYCTH_2300113	ncbi-geneid:11511777	ncbi-proteinid:XP_003661098	up:G2QAF7	hypothetical protein
mtm:MYCTH_2300115	ncbi-geneid:11511778	ncbi-proteinid:XP_003661099	up:G2QAF8	hypothetical protein
mtm:MYCTH_2300116	ncbi-geneid:11511779	ncbi-proteinid:XP_003661100	up:G2QAF9	hypothetical protein
mtm:MYCTH_2300117	ncbi-geneid:11511780	ncbi-proteinid:XP_003661101	up:G2QAG0	hypothetical protein
mtm:MYCTH_2300119	ncbi-geneid:11511781	ncbi-proteinid:XP_003661102	up:G2QAG1	hypothetical protein
mtm:MYCTH_2300120	ncbi-geneid:11511782	ncbi-proteinid:XP_003661103	up:G2QAG2	hypothetical protein
mtm:MYCTH_2300121	ncbi-geneid:11511783	ncbi-proteinid:XP_003661104	up:G2QAG3	hypothetical protein
mtm:MYCTH_2300124	ncbi-geneid:11511784	ncbi-proteinid:XP_003661105	up:G2QAG4	hypothetical protein
mtm:MYCTH_2300125	ncbi-geneid:11511785	ncbi-proteinid:XP_003661106	up:G2QAG5	hypothetical protein
mtm:MYCTH_2300136	ncbi-geneid:11511790	ncbi-proteinid:XP_003661111	up:G2QAH0	hypothetical protein
mtm:MYCTH_2300138	ncbi-geneid:11511791	ncbi-proteinid:XP_003661112	up:G2QAH1	hypothetical protein
mtm:MYCTH_2300139	ncbi-geneid:11511792	ncbi-proteinid:XP_003661113	up:G2QAH2	hypothetical protein
mtm:MYCTH_2300142	ncbi-geneid:11511793	ncbi-proteinid:XP_003661114	up:G2QAH3	hypothetical protein
mtm:MYCTH_2300145	ncbi-geneid:11511795	ncbi-proteinid:XP_003661116	up:G2QAH5	hypothetical protein
mtm:MYCTH_2300154	ncbi-geneid:11511797	ncbi-proteinid:XP_003661118	up:G2QAH7	hypothetical protein
mtm:MYCTH_2300156	ncbi-geneid:11511798	ncbi-proteinid:XP_003661119	up:G2QAH8	hypothetical protein
mtm:MYCTH_2300157	ncbi-geneid:11511799	ncbi-proteinid:XP_003661120	up:G2QAH9	hypothetical protein
mtm:MYCTH_2300159	ncbi-geneid:11511800	ncbi-proteinid:XP_003661121	up:G2QAI0	hypothetical protein
mtm:MYCTH_2300162	ncbi-geneid:11511801	ncbi-proteinid:XP_003661122	up:G2QAI1	hypothetical protein
mtm:MYCTH_2300166	ncbi-geneid:11511803	ncbi-proteinid:XP_003661124	up:G2QAI3	hypothetical protein
mtm:MYCTH_2300167	ncbi-geneid:11511804	ncbi-proteinid:XP_003661125	up:G2QAI4	hypothetical protein
mtm:MYCTH_2300170	ncbi-geneid:11511805	ncbi-proteinid:XP_003661126	up:G2QAI5	hypothetical protein
mtm:MYCTH_2300172	ncbi-geneid:11511807	ncbi-proteinid:XP_003661128	up:G2QAI7	hypothetical protein
mtm:MYCTH_2300173	ncbi-geneid:11511808	ncbi-proteinid:XP_003661129	up:G2QAI8	hypothetical protein
mtm:MYCTH_2300175	ncbi-geneid:11511809	ncbi-proteinid:XP_003661130	up:G2QAI9	hypothetical protein
mtm:MYCTH_2300176	ncbi-geneid:11511810	ncbi-proteinid:XP_003661131	up:G2QAJ0	hypothetical protein
mtm:MYCTH_2300177	ncbi-geneid:11511811	ncbi-proteinid:XP_003661132	up:G2QAJ1	hypothetical protein
mtm:MYCTH_2300179	ncbi-geneid:11511812	ncbi-proteinid:XP_003661133	up:G2QAJ2	hypothetical protein
mtm:MYCTH_2300181	ncbi-geneid:11511813	ncbi-proteinid:XP_003661134	up:G2QAJ3	hypothetical protein
mtm:MYCTH_2300182	ncbi-geneid:11511814	ncbi-proteinid:XP_003661135	up:G2QAP8	hypothetical protein
mtm:MYCTH_2300183	ncbi-geneid:11511815	ncbi-proteinid:XP_003661136	up:G2QAP9	hypothetical protein
mtm:MYCTH_2300185	ncbi-geneid:11511817	ncbi-proteinid:XP_003661138	up:G2QAQ1	hypothetical protein
mtm:MYCTH_2300189	ncbi-geneid:11511818	ncbi-proteinid:XP_003661139	up:G2QAQ2	hypothetical protein
mtm:MYCTH_2300192	ncbi-geneid:11511822	ncbi-proteinid:XP_003661143	up:G2QAQ6	hypothetical protein
mtm:MYCTH_2300199	ncbi-geneid:11511825	ncbi-proteinid:XP_003661146	up:G2QAQ9	hypothetical protein
mtm:MYCTH_2300201	ncbi-geneid:11511826	ncbi-proteinid:XP_003661147	up:G2QAR0	hypothetical protein
mtm:MYCTH_2300213	ncbi-geneid:11511827	ncbi-proteinid:XP_003661148	up:G2QAR1	hypothetical protein
mtm:MYCTH_2300215	ncbi-geneid:11511828	ncbi-proteinid:XP_003661149	up:G2QAR2	hypothetical protein
mtm:MYCTH_2300216	ncbi-geneid:11511829	ncbi-proteinid:XP_003661150	up:G2QAR3	hypothetical protein
mtm:MYCTH_2300219	ncbi-geneid:11511830	ncbi-proteinid:XP_003661151	up:G2QAR4	hypothetical protein
mtm:MYCTH_2300220	ncbi-geneid:11511831	ncbi-proteinid:XP_003661152	up:G2QAR5	hypothetical protein
mtm:MYCTH_2300221	ncbi-geneid:11511832	ncbi-proteinid:XP_003661153	up:G2QAR6	hypothetical protein
mtm:MYCTH_2300225	ncbi-geneid:11511833	ncbi-proteinid:XP_003661154	up:G2QAR7	hypothetical protein
mtm:MYCTH_2300227	ncbi-geneid:11511834	ncbi-proteinid:XP_003661155	up:G2QAR8	hypothetical protein
mtm:MYCTH_2300230	ncbi-geneid:11511836	ncbi-proteinid:XP_003661157	up:G2QAS0	hypothetical protein
mtm:MYCTH_2300236	ncbi-geneid:11511840	ncbi-proteinid:XP_003661161	up:G2QAS4	hypothetical protein
