PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"15563717","Survey of simple sequence repeats in completed fungal genomes","Karaoglu H, Lee CM, Meyer W.","Mol Biol Evol. 2005 Mar;22(3):639-49. doi: 10.1093/molbev/msi057. Epub 2004 Nov 24.","Karaoglu H","Mol Biol Evol","2005","2004/11/26","","","10.1093/molbev/msi057"
"27039027","Circadian clocks and the regulation of virulence in fungi: Getting up to speed","Hevia MA, Canessa P, Larrondo LF.","Semin Cell Dev Biol. 2016 Sep;57:147-155. doi: 10.1016/j.semcdb.2016.03.021. Epub 2016 Mar 30.","Hevia MA","Semin Cell Dev Biol","2016","2016/04/04","","","10.1016/j.semcdb.2016.03.021"
"36481926","Chitosan-modified fluorescent dye for simple, fast, and in-situ measurement of fungal cell growth in the presence of insoluble compounds","Yang Z, Hu X, Zhang F, Durrani S, Zhang J, Pang AP, Gao Y, Wu FG, Lin F.","FEMS Microbiol Lett. 2022 Feb 22;369(1):fnac118. doi: 10.1093/femsle/fnac118.","Yang Z","FEMS Microbiol Lett","2022","2022/12/09","","","10.1093/femsle/fnac118"
"24502254","Identification and characterization of a galacturonic acid transporter from Neurospora crassa and its application for Saccharomyces cerevisiae fermentation processes","Benz JP, Protzko RJ, Andrich JM, Bauer S, Dueber JE, Somerville CR.","Biotechnol Biofuels. 2014 Feb 6;7(1):20. doi: 10.1186/1754-6834-7-20.","Benz JP","Biotechnol Biofuels","2014","2014/02/08","PMC3933009","","10.1186/1754-6834-7-20"
"9335594","Mating-type genes from the homothallic fungus Sordaria macrospora are functionally expressed in a heterothallic ascomycete","Pöggeler S, Risch S, Kück U, Osiewacz HD.","Genetics. 1997 Oct;147(2):567-80. doi: 10.1093/genetics/147.2.567.","Pöggeler S","Genetics","1997","1997/10/23","PMC1208179","","10.1093/genetics/147.2.567"
"7916725","Cloning and sequence analysis of an H(+)-ATPase-encoding gene from the human dimorphic pathogen Histoplasma capsulatum","Schafer MP, Dean GE.","Gene. 1993 Dec 22;136(1-2):295-300. doi: 10.1016/0378-1119(93)90483-j.","Schafer MP","Gene","1993","1993/12/22","","","10.1016/0378-1119(93)90483-j"
"29376928","Omics for Investigating Chitosan as an Antifungal and Gene Modulator","Lopez-Moya F, Lopez-Llorca LV.","J Fungi (Basel). 2016 Mar 3;2(1):11. doi: 10.3390/jof2010011.","Lopez-Moya F","J Fungi (Basel)","2016","2018/01/30","PMC5753092","","10.3390/jof2010011"
"22721649","The transcriptional response to the inactivation of the PaMpk1 and PaMpk2 MAP kinase pathways in Podospora anserina","Bidard F, Coppin E, Silar P.","Fungal Genet Biol. 2012 Aug;49(8):643-52. doi: 10.1016/j.fgb.2012.06.002. Epub 2012 Jun 19.","Bidard F","Fungal Genet Biol","2012","2012/06/23","","","10.1016/j.fgb.2012.06.002"
"2147581","The beta-tubulin gene of Epichloë typhina from perennial ryegrass (Lolium perenne)","Byrd AD, Schardl CL, Songlin PJ, Mogen KL, Siegel MR.","Curr Genet. 1990 Nov;18(4):347-54. doi: 10.1007/BF00318216.","Byrd AD","Curr Genet","1990","1990/11/01","","","10.1007/BF00318216"
"16110343","Comparative genomics and disorder prediction identify biologically relevant SH3 protein interactions","Beltrao P, Serrano L.","PLoS Comput Biol. 2005 Aug;1(3):e26. doi: 10.1371/journal.pcbi.0010026. Epub 2005 Aug 12.","Beltrao P","PLoS Comput Biol","2005","2005/08/20","PMC1187863","","10.1371/journal.pcbi.0010026"
"5691754","The metabolism of aromatic acids by micro-organisms. Metabolic pathways in the fungi","Cain RB, Bilton RF, Darrah JA.","Biochem J. 1968 Aug;108(5):797-828. doi: 10.1042/bj1080797.","Cain RB","Biochem J","1968","1968/08/01","PMC1198887","","10.1042/bj1080797"
"20797685","New insights into the circadian clock in Chlamydomonas","Matsuo T, Ishiura M.","Int Rev Cell Mol Biol. 2010;280:281-314. doi: 10.1016/S1937-6448(10)80006-1. Epub 2010 Mar 18.","Matsuo T","Int Rev Cell Mol Biol","2010","2010/08/28","","","10.1016/S1937-6448(10)80006-1"
"12403457","A Fourier transform infrared study of Neurospora rhodopsin: similarities with archaeal rhodopsins","Bergo V, Spudich EN, Spudich JL, Rothschild KJ.","Photochem Photobiol. 2002 Sep;76(3):341-9. doi: 10.1562/0031-8655(2002)076<0341:aftiso>2.0.co;2.","Bergo V","Photochem Photobiol","2002","2002/10/31","","","10.1562/0031-8655(2002)076<0341:aftiso>2.0.co;2"
"1701210","The apocytochrome b gene of Chlamydomonas smithii contains a mobile intron related to both Saccharomyces and Neurospora introns","Colleaux L, Michel-Wolwertz MR, Matagne RF, Dujon B.","Mol Gen Genet. 1990 Sep;223(2):288-96. doi: 10.1007/BF00265065.","Colleaux L","Mol Gen Genet","1990","1990/09/01","","","10.1007/BF00265065"
"33013740","No Evidence That Homologs of Key Circadian Clock Genes Direct Circadian Programs of Development or mRNA Abundance in Verticillium dahliae","Cascant-Lopez E, Crosthwaite SK, Johnson LJ, Harrison RJ.","Front Microbiol. 2020 Aug 28;11:1977. doi: 10.3389/fmicb.2020.01977. eCollection 2020.","Cascant-Lopez E","Front Microbiol","2020","2020/10/05","PMC7493669","","10.3389/fmicb.2020.01977"
"7596294","Sequence-specific DNA binding by NIT4, the pathway-specific regulatory protein that mediates nitrate induction in Neurospora","Fu YH, Feng B, Evans S, Marzluf GA.","Mol Microbiol. 1995 Mar;15(5):935-42. doi: 10.1111/j.1365-2958.1995.tb02362.x.","Fu YH","Mol Microbiol","1995","1995/03/01","","","10.1111/j.1365-2958.1995.tb02362.x"
"8662212","Characterization of the Aspergillus parasiticus niaD and niiA gene cluster","Chang PK, Ehrlich KC, Linz JE, Bhatnagar D, Cleveland TE, Bennett JW.","Curr Genet. 1996 Jun;30(1):68-75. doi: 10.1007/s002940050102.","Chang PK","Curr Genet","1996","1996/06/01","","","10.1007/s002940050102"
"22695169","High-resolution spatiotemporal analysis of gene expression in real time: in vivo analysis of circadian rhythms in Neurospora crassa using a FREQUENCY-luciferase translational reporter","Larrondo LF, Loros JJ, Dunlap JC.","Fungal Genet Biol. 2012 Sep;49(9):681-3. doi: 10.1016/j.fgb.2012.06.001. Epub 2012 Jun 10.","Larrondo LF","Fungal Genet Biol","2012","2012/06/15","PMC3423521","NIHMS386749","10.1016/j.fgb.2012.06.001"
"7672602","Three-to-one segregation from reciprocal translocation quadrivalents in Neurospora and its bearing on the interpretation of spore-abortion patterns in unordered asci","Perkins DD, Raju NB.","Genome. 1995 Aug;38(4):661-72. doi: 10.1139/g95-084.","Perkins DD","Genome","1995","1995/08/01","","","10.1139/g95-084"
"18037381","Long and short isoforms of Neurospora clock protein FRQ support temperature-compensated circadian rhythms","Diernfellner A, Colot HV, Dintsis O, Loros JJ, Dunlap JC, Brunner M.","FEBS Lett. 2007 Dec 22;581(30):5759-64. doi: 10.1016/j.febslet.2007.11.043. Epub 2007 Nov 26.","Diernfellner A","FEBS Lett","2007","2007/11/27","PMC2704016","NIHMS36537","10.1016/j.febslet.2007.11.043"
"10772469","Molecular analysis of the Aureobasidium pullulans ura3 gene encoding orotidine-5'-phosphate decarboxylase and isolation of mutants defective in this gene","Rose K, Liebergesell M, Steinbüchel A.","Appl Microbiol Biotechnol. 2000 Mar;53(3):296-300. doi: 10.1007/s002530050024.","Rose K","Appl Microbiol Biotechnol","2000","2000/04/20","","","10.1007/s002530050024"
"7775384","Isolation and identification of adenosine triphosphoribosyl nicotinamide adenine dinucleotidephosphate from Azotobacter vinelandii","Imai T, Okuda S.","J Biochem. 1995 Jan;117(1):163-8. doi: 10.1093/oxfordjournals.jbchem.a124704.","Imai T","J Biochem","1995","1995/01/01","","","10.1093/oxfordjournals.jbchem.a124704"
"7918658","Isolation and characterization of cDNA and genomic promoter region for a heat shock protein 30 from Aspergillus nidulans","Kusakabe T, Koga K, Sugimoto Y.","Biochim Biophys Acta. 1994 Oct 18;1219(2):555-8. doi: 10.1016/0167-4781(94)90088-4.","Kusakabe T","Biochim Biophys Acta","1994","1994/10/18","","","10.1016/0167-4781(94)90088-4"
"12244220","Mutants of Chlamydomonas with Aberrant Responses to Sulfur Deprivation","Davies JP, Yildiz F, Grossman AR.","Plant Cell. 1994 Jan;6(1):53-63. doi: 10.1105/tpc.6.1.53.","Davies JP","Plant Cell","1994","1994/01/01","PMC160415","","10.1105/tpc.6.1.53"
"8302935","pClK1 and pClT5--two linear mitochondrial plasmids from unrelated Claviceps purpurea strains: a comparison","Oeser B, Gessner-Ulrich K, Deing P, Tudzynski P.","Plasmid. 1993 Nov;30(3):274-80. doi: 10.1006/plas.1993.1059.","Oeser B","Plasmid","1993","1993/11/01","","","10.1006/plas.1993.1059"
"7680578","Nucleotide sequence of the large mitochondrial rRNA gene of Penicillium chrysogenum","Naruse A, Yamamoto H, Sekiguchi J.","Biochim Biophys Acta. 1993 Mar 20;1172(3):353-6. doi: 10.1016/0167-4781(93)90231-2.","Naruse A","Biochim Biophys Acta","1993","1993/03/20","","","10.1016/0167-4781(93)90231-2"
"2258323","Mycenon, a new metabolite from a Mycena species TA 87202 (basidiomycetes) as an inhibitor of isocitrate lyase","Hautzel R, Anke H, Sheldrick WS.","J Antibiot (Tokyo). 1990 Oct;43(10):1240-4. doi: 10.7164/antibiotics.43.1240.","Hautzel R","J Antibiot (Tokyo)","1990","1990/10/01","","","10.7164/antibiotics.43.1240"
"1976300","Use of nuclear DNA restriction fragment length polymorphisms to analyze the diversity of the Aspergillus flavus group: A. flavus, A. parasiticus, and A. nomius","Moody SF, Tyler BM.","Appl Environ Microbiol. 1990 Aug;56(8):2453-61. doi: 10.1128/aem.56.8.2453-2461.1990.","Moody SF","Appl Environ Microbiol","1990","1990/08/01","PMC184748","","10.1128/aem.56.8.2453-2461.1990"
"2835177","Identification and isolation of a putative permease gene in the quinic acid utilization (QUT) gene cluster of Aspergillus nidulans","Whittington HA, Grant S, Roberts CF, Lamb H, Hawkins AR.","Curr Genet. 1987;12(2):135-9. doi: 10.1007/BF00434668.","Whittington HA","Curr Genet","1987","1987/01/01","","","10.1007/BF00434668"
"7248295","Two classes of replicating molecules of adenovirus type 2 DNA","Raptis LH, Bourgaux P.","Biochim Biophys Acta. 1981 May 29;653(3):331-43. doi: 10.1016/0005-2787(81)90189-1.","Raptis LH","Biochim Biophys Acta","1981","1981/05/29","","","10.1016/0005-2787(81)90189-1"
"1099079","Kinetic studies on the specificity of chelate-iron uptake in Aspergillus","Wiebe C, Winkelmann G.","J Bacteriol. 1975 Sep;123(3):837-42. doi: 10.1128/jb.123.3.837-842.1975.","Wiebe C","J Bacteriol","1975","1975/09/01","PMC235804","","10.1128/jb.123.3.837-842.1975"
"25921726","A lipid-managing program maintains a stout Spitzenkörper","Peñalva MA.","Mol Microbiol. 2015 Jul;97(1):1-6. doi: 10.1111/mmi.13044. Epub 2015 May 26.","Peñalva MA","Mol Microbiol","2015","2015/04/30","","","10.1111/mmi.13044"
"22981621","Improved cellulase production via disruption of PDE01641 in cellulolytic fungus Penicillium decumbens","Zhang Y, Zhang J, Xiao P, Wang T, Qu Y.","Bioresour Technol. 2012 Nov;123:733-7. doi: 10.1016/j.biortech.2012.07.101. Epub 2012 Aug 3.","Zhang Y","Bioresour Technol","2012","2012/09/18","","","10.1016/j.biortech.2012.07.101"
"18545858","Genetic characterization of morphologically variant strains of Paracoccidioides brasiliensis","Borba Cde M, Correia J, Vinhas E, Martins A, Alves BC, Unkles S, Kinghorn JR, Lucena-Silva N.","Mem Inst Oswaldo Cruz. 2008 May;103(3):306-9. doi: 10.1590/s0074-02762008005000013. Epub 2008 Apr 30.","Borba Cde M","Mem Inst Oswaldo Cruz","2008","2008/06/12","","","10.1590/s0074-02762008005000013"
"16438680","Fungal heat-shock proteins in human disease","Burnie JP, Carter TL, Hodgetts SJ, Matthews RC.","FEMS Microbiol Rev. 2006 Jan;30(1):53-88. doi: 10.1111/j.1574-6976.2005.00001.x.","Burnie JP","FEMS Microbiol Rev","2006","2006/01/28","","","10.1111/j.1574-6976.2005.00001.x"
"16309345","BioCloneDB: A Database Application to Manage DNA Sequence and Gene Expression Data","Reuveni E, Leshkowitz D, Yarden O.","Appl Bioinformatics. 2005;4(4):277-80. doi: 10.2165/00822942-200504040-00007.","Reuveni E","Appl Bioinformatics","2005","2005/11/29","","","10.2165/00822942-200504040-00007"
"11934270","Functional analysis of the Escherichia coli molybdopterin cofactor biosynthesis protein MoeA by site-directed mutagenesis","Sandu C, Brandsch R.","Biol Chem. 2002 Feb;383(2):319-23. doi: 10.1515/BC.2002.034.","Sandu C","Biol Chem","2002","2002/04/06","","","10.1515/BC.2002.034"
"11447603","Molecular cloning of the RPS0 gene from Candida tropicalis","Baquero C, Montero M, Sentandreu R, Valentin E.","Yeast. 2001 Jul;18(10):971-80. doi: 10.1002/yea.749.","Baquero C","Yeast","2001","2001/07/12","","","10.1002/yea.749"
"9919652","Chitin synthase genes in the arbuscular mycorrhizal fungus Glomus versiforme: full sequence of a gene encoding a class IV chitin synthase","Lanfranco L, Garnero L, Bonfante P.","FEMS Microbiol Lett. 1999 Jan 1;170(1):59-67. doi: 10.1111/j.1574-6968.1999.tb13355.x.","Lanfranco L","FEMS Microbiol Lett","1999","1999/01/27","","","10.1111/j.1574-6968.1999.tb13355.x"
"23195989","In vitro antifungal evaluation and studies on mode of action of eight selected species from the Argentine flora","Zacchino S, Santecchia C, López S, Gattuso S, Muñoz Jde D, Cruañes A, Vivot E, Cruañes Mdel C, Salinas A, de Ruiz RE, Ruiz S.","Phytomedicine. 1998 Oct;5(5):389-95. doi: 10.1016/S0944-7113(98)80022-6.","Zacchino S","Phytomedicine","1998","2012/12/01","","","10.1016/S0944-7113(98)80022-6"
"8654976","Isolation and sequence analysis of the cDNA encoding delta 1-pyrroline-5-carboxylate reductase from Zalerion arboricola","Kelly R, Register E.","Gene. 1996 Jun 12;172(1):149-53. doi: 10.1016/0378-1119(96)00107-2.","Kelly R","Gene","1996","1996/06/12","","","10.1016/0378-1119(96)00107-2"
"12228531","Only the Mature Form of the Plastidic Chorismate Synthase Is Enzymatically Active","Henstrand JM, Schmid J, Amrhein N.","Plant Physiol. 1995 Jul;108(3):1127-1132. doi: 10.1104/pp.108.3.1127.","Henstrand JM","Plant Physiol","1995","1995/07/01","PMC157465","","10.1104/pp.108.3.1127"
"7890119","Two nuclear-coded subunits of mitochondrial complex I are similar to different domains of a bacterial formate hydrogenlyase subunit","Videira A, Azevedo JE.","Int J Biochem. 1994 Dec;26(12):1391-3. doi: 10.1016/0020-711x(94)90182-1.","Videira A","Int J Biochem","1994","1994/12/01","","","10.1016/0020-711x(94)90182-1"
"8246903","The sugar beet mitochondrial genome contains an ORF sharing sequence homology with the gene for the 30 kDa subunit of bovine mitochondrial complex I","Kubo T, Mikami T, Kinoshita T.","Mol Gen Genet. 1993 Nov;241(3-4):479-81. doi: 10.1007/BF00284703.","Kubo T","Mol Gen Genet","1993","1993/11/01","","","10.1007/BF00284703"
"1358467","Mitochondrial DNA of Schizophyllum commune: restriction map, genetic map, and mode of inheritance","Specht CA, Novotny CP, Ullrich RC.","Curr Genet. 1992 Aug;22(2):129-34. doi: 10.1007/BF00351472.","Specht CA","Curr Genet","1992","1992/08/01","","","10.1007/BF00351472"
"1828039","Duplication of leader sequence for protein targeting to mitochondria leads to increased import efficiency","Galanis M, Devenish RJ, Nagley P.","FEBS Lett. 1991 May 6;282(2):425-30. doi: 10.1016/0014-5793(91)80529-c.","Galanis M","FEBS Lett","1991","1991/05/06","","","10.1016/0014-5793(91)80529-c"
"2299982","An evolutionary comparison of Acinetobacter calcoaceticus trpF with trpF genes of several organisms","Ross CM, Kaplan JB, Winkler ME, Nichols BP.","Mol Biol Evol. 1990 Jan;7(1):74-81. doi: 10.1093/oxfordjournals.molbev.a040587.","Ross CM","Mol Biol Evol","1990","1990/01/01","","","10.1093/oxfordjournals.molbev.a040587"
"2841031","Organization of the ribosomal RNA genes of Schizophyllum commune","Buckner B, Novotny CP, Ullrich RC.","Curr Genet. 1988 May;13(5):417-24. doi: 10.1007/BF00365663.","Buckner B","Curr Genet","1988","1988/05/01","","","10.1007/BF00365663"
"3371663","Sequence organization and putative regulatory elements in the 5S rRNA genes of two higher plants (Vigna radiata and Matthiola incana)","Hemleben V, Werts D.","Gene. 1988;62(1):165-9. doi: 10.1016/0378-1119(88)90591-4.","Hemleben V","Gene","1988","1988/01/01","","","10.1016/0378-1119(88)90591-4"
"3691496","Extraction and purification of molybdenum cofactor from milk xanthine oxidase","van Spanning RJ, Wansell-Bettenhaussen CW, Oltmann LF, Stouthamer AH.","Eur J Biochem. 1987 Dec 1;169(2):349-52. doi: 10.1111/j.1432-1033.1987.tb13618.x.","van Spanning RJ","Eur J Biochem","1987","1987/12/01","","","10.1111/j.1432-1033.1987.tb13618.x"
"2883974","Human liver cDNA clones encoding proteolipid subunit 9 of the mitochondrial ATPase complex","Farrell LB, Nagley P.","Biochem Biophys Res Commun. 1987 May 14;144(3):1257-64. doi: 10.1016/0006-291x(87)91446-x.","Farrell LB","Biochem Biophys Res Commun","1987","1987/05/14","","","10.1016/0006-291x(87)91446-x"
"3897247","Identification and functional analysis of beta-tubulin genes by site specific integrative transformation in Aspergillus nidulans","May GS, Gambino J, Weatherbee JA, Morris NR.","J Cell Biol. 1985 Sep;101(3):712-9. doi: 10.1083/jcb.101.3.712.","May GS","J Cell Biol","1985","1985/09/01","PMC2113715","","10.1083/jcb.101.3.712"
"6396507","DNA polymerases, deoxyribonucleases, and recombination during meiosis in Saccharomyces cerevisiae","Resnick MA, Sugino A, Nitiss J, Chow T.","Mol Cell Biol. 1984 Dec;4(12):2811-7. doi: 10.1128/mcb.4.12.2811-2817.1984.","Resnick MA","Mol Cell Biol","1984","1984/12/01","PMC369292","","10.1128/mcb.4.12.2811-2817.1984"
"6298629","Mitochondrial DNA sequences in the nuclear genome of a locust","Gellissen G, Bradfield JY, White BN, Wyatt GR.","Nature. 1983 Feb 17-23;301(5901):631-4. doi: 10.1038/301631a0.","Gellissen G","Nature","1983","1983/02/17","","","10.1038/301631a0"
"20634804","Argonaute MID domain takes centre stage","Faehnle CR, Joshua-Tor L.","EMBO Rep. 2010 Aug;11(8):564-5. doi: 10.1038/embor.2010.110. Epub 2010 Jul 16.","Faehnle CR","EMBO Rep","2010","2010/07/17","PMC2920440","","10.1038/embor.2010.110"
"16876581","Circadian time keeping: the daily ups and downs of genes, cells, and organisms","Schibler U.","Prog Brain Res. 2006;153:271-82. doi: 10.1016/S0079-6123(06)53016-X.","Schibler U","Prog Brain Res","2006","2006/08/01","","","10.1016/S0079-6123(06)53016-X"
"15882988","Three-dimensional image analysis of plugging at the septal pore by Woronin body during hypotonic shock inducing hyphal tip bursting in the filamentous fungus Aspergillus oryzae","Maruyama J, Juvvadi PR, Ishi K, Kitamoto K.","Biochem Biophys Res Commun. 2005 Jun 17;331(4):1081-8. doi: 10.1016/j.bbrc.2005.03.233.","Maruyama J","Biochem Biophys Res Commun","2005","2005/05/11","","","10.1016/j.bbrc.2005.03.233"
"14761791","MATE transposable elements in Aspergillus nidulans: evidence of repeat-induced point mutation","Clutterbuck AJ.","Fungal Genet Biol. 2004 Mar;41(3):308-16. doi: 10.1016/j.fgb.2003.11.004.","Clutterbuck AJ","Fungal Genet Biol","2004","2004/02/06","","","10.1016/j.fgb.2003.11.004"
