Gene,KEGG_definition,KEGG
MYCTH_2307549,"Phenylalanine, tyrosine and tryptophan biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids",mtm00400;mtm01100;mtm01110;mtm01230
MYCTH_2307570,RNA polymerase,mtm03020
MYCTH_2307600,Tryptophan metabolism;Metabolic pathways;Biosynthesis of cofactors,mtm00380;mtm01100;mtm01240
MYCTH_2307601,Endocytosis,mtm04144
MYCTH_2307630,Arginine and proline metabolism,mtm00330
MYCTH_2307642,"Glycine, serine and threonine metabolism;Cyanoamino acid metabolism;Glyoxylate and dicarboxylate metabolism;One carbon pool by folate;Methane metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Carbon metabolism;Biosynthesis of amino acids;Biosynthesis of cofactors",mtm00260;mtm00460;mtm00630;mtm00670;mtm00680;mtm01100;mtm01110;mtm01200;mtm01230;mtm01240
MYCTH_2307676,Spliceosome,mtm03040
MYCTH_2307767,Galactose metabolism;Other glycan degradation;Sphingolipid metabolism;Metabolic pathways,mtm00052;mtm00511;mtm00600;mtm01100
MYCTH_2307769,Autophagy - yeast,mtm04138
MYCTH_2307770,"Arginine biosynthesis;Alanine, aspartate and glutamate metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids",mtm00220;mtm00250;mtm01100;mtm01110;mtm01230
MYCTH_2307782,Cell cycle - yeast;Meiosis - yeast,mtm04111;mtm04113
MYCTH_2307792,DNA replication,mtm03030
MYCTH_2307842,Nitrogen metabolism;Metabolic pathways,mtm00910;mtm01100
MYCTH_2307908,Pyruvate metabolism;Carbon metabolism,mtm00620;mtm01200
MYCTH_2308004,Endocytosis,mtm04144
MYCTH_2308005,Ubiquitin mediated proteolysis,mtm04120
MYCTH_2308056,Peroxisome,mtm04146
MYCTH_2308073,Pyrimidine metabolism;One carbon pool by folate;Metabolic pathways,mtm00240;mtm00670;mtm01100
MYCTH_2308099,Arachidonic acid metabolism;Folate biosynthesis;Metabolic pathways,mtm00590;mtm00790;mtm01100
MYCTH_2308111,Sphingolipid metabolism;Metabolic pathways,mtm00600;mtm01100
MYCTH_2308120,Fructose and mannose metabolism;Amino sugar and nucleotide sugar metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of cofactors,mtm00051;mtm00520;mtm01100;mtm01110;mtm01240
MYCTH_2308129,Sulfur metabolism;Metabolic pathways,mtm00920;mtm01100
MYCTH_2308168,Other glycan degradation,mtm00511
MYCTH_2308190,Terpenoid backbone biosynthesis;Biosynthesis of secondary metabolites,mtm00900;mtm01110
MYCTH_2308202,DNA replication;Base excision repair;Nucleotide excision repair;Mismatch repair,mtm03030;mtm03410;mtm03420;mtm03430
MYCTH_2308236,Ribosome;Ubiquitin mediated proteolysis,mtm03010;mtm04120
MYCTH_2308241,Amino sugar and nucleotide sugar metabolism;Metabolic pathways,mtm00520;mtm01100
MYCTH_2308261,Fatty acid biosynthesis;Biotin metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Fatty acid metabolism;Biosynthesis of cofactors,mtm00061;mtm00780;mtm01100;mtm01110;mtm01212;mtm01240
MYCTH_2308296,Endocytosis,mtm04144
MYCTH_2308304,Endocytosis,mtm04144
MYCTH_2308306,Ribosome biogenesis in eukaryotes,mtm03008
MYCTH_2308335,RNA degradation,mtm03018
MYCTH_2308345,Sulfur metabolism;Metabolic pathways,mtm00920;mtm01100
MYCTH_2308352,Oxidative phosphorylation;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of cofactors,mtm00190;mtm01100;mtm01110;mtm01240
MYCTH_2308377,Proteasome,mtm03050
MYCTH_2308439,Spliceosome,mtm03040
MYCTH_2308449,Tryptophan metabolism;Metabolic pathways;Biosynthesis of cofactors,mtm00380;mtm01100;mtm01240
MYCTH_2308456,Thiamine metabolism;Metabolic pathways;Biosynthesis of cofactors,mtm00730;mtm01100;mtm01240
MYCTH_2308457,Nitrogen metabolism;Metabolic pathways,mtm00910;mtm01100
MYCTH_2308482,Mismatch repair,mtm03430
MYCTH_2308492,"Valine, leucine and isoleucine degradation;Butanoate metabolism;Metabolic pathways",mtm00280;mtm00650;mtm01100
MYCTH_2308513,Cell cycle - yeast,mtm04111
MYCTH_2308533,"Valine, leucine and isoleucine degradation;Butanoate metabolism;Metabolic pathways",mtm00280;mtm00650;mtm01100
MYCTH_2308577,Mismatch repair,mtm03430
MYCTH_2308594,"Alanine, aspartate and glutamate metabolism;beta-Alanine metabolism;Taurine and hypotaurine metabolism;Butanoate metabolism;Metabolic pathways;Biosynthesis of secondary metabolites",mtm00250;mtm00410;mtm00430;mtm00650;mtm01100;mtm01110
MYCTH_2308647,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_2308649,Protein processing in endoplasmic reticulum,mtm04141
MYCTH_2308652,mRNA surveillance pathway,mtm03015
MYCTH_2308658,RNA degradation,mtm03018
MYCTH_2308660,Ribosome biogenesis in eukaryotes,mtm03008
MYCTH_2308663,mRNA surveillance pathway,mtm03015
MYCTH_2308682,Ribosome biogenesis in eukaryotes,mtm03008
MYCTH_2308692,Various types of N-glycan biosynthesis;Metabolic pathways,mtm00513;mtm01100
MYCTH_2308737,Autophagy - yeast,mtm04138
MYCTH_2308740,RNA degradation,mtm03018
MYCTH_2308744,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis;Metabolic pathways,mtm00563;mtm01100
MYCTH_2308761,Basal transcription factors,mtm03022
MYCTH_2308771,N-Glycan biosynthesis;Various types of N-glycan biosynthesis;Metabolic pathways;Protein processing in endoplasmic reticulum,mtm00510;mtm00513;mtm01100;mtm04141
MYCTH_2308779,Mismatch repair,mtm03430
MYCTH_2308790,DNA replication;Base excision repair;Non-homologous end-joining,mtm03030;mtm03410;mtm03450
MYCTH_2308798,Ubiquitin mediated proteolysis;Protein processing in endoplasmic reticulum,mtm04120;mtm04141
MYCTH_2308801,Fatty acid degradation;Lysine degradation;Tryptophan metabolism;Metabolic pathways;Biosynthesis of secondary metabolites,mtm00071;mtm00310;mtm00380;mtm01100;mtm01110
MYCTH_2308809,Inositol phosphate metabolism;Metabolic pathways;MAPK signaling pathway - yeast;Phosphatidylinositol signaling system;Mitophagy - yeast;Endocytosis,mtm00562;mtm01100;mtm04011;mtm04070;mtm04139;mtm04144
MYCTH_2308812,Purine metabolism;Metabolic pathways,mtm00230;mtm01100
MYCTH_2308814,Terpenoid backbone biosynthesis;Biosynthesis of secondary metabolites,mtm00900;mtm01110
MYCTH_2308819,Glycerophospholipid metabolism;Metabolic pathways;Biosynthesis of secondary metabolites,mtm00564;mtm01100;mtm01110
MYCTH_2308831,"Glycine, serine and threonine metabolism;Tyrosine metabolism;Phenylalanine metabolism;beta-Alanine metabolism;Metabolic pathways;Biosynthesis of secondary metabolites",mtm00260;mtm00350;mtm00360;mtm00410;mtm01100;mtm01110
MYCTH_2308837,Aminoacyl-tRNA biosynthesis;Metabolic pathways,mtm00970;mtm01100
MYCTH_2308921,Protein processing in endoplasmic reticulum,mtm04141
MYCTH_2308969,Proteasome,mtm03050
MYCTH_2308988,Steroid biosynthesis;Glycerolipid metabolism;Glycerophospholipid metabolism;Ether lipid metabolism;Arachidonic acid metabolism;Linoleic acid metabolism;alpha-Linolenic acid metabolism;Metabolic pathways;Biosynthesis of secondary metabolites,mtm00100;mtm00561;mtm00564;mtm00565;mtm00590;mtm00591;mtm00592;mtm01100;mtm01110
MYCTH_2309006,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis;Metabolic pathways,mtm00563;mtm01100
MYCTH_2309008,Ribosome,mtm03010
MYCTH_2309021,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis;Metabolic pathways,mtm00563;mtm01100
MYCTH_2309046,Ribosome,mtm03010
MYCTH_2309055,"Phenylalanine, tyrosine and tryptophan biosynthesis;Metabolic pathways",mtm00400;mtm01100
MYCTH_2309056,Ubiquinone and other terpenoid-quinone biosynthesis;Tyrosine metabolism;Phenylalanine metabolism;Metabolic pathways;Biosynthesis of cofactors,mtm00130;mtm00350;mtm00360;mtm01100;mtm01240
MYCTH_2309057,"Phenylalanine, tyrosine and tryptophan biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids",mtm00400;mtm01100;mtm01110;mtm01230
MYCTH_2309061,Cysteine and methionine metabolism;Sulfur metabolism;Metabolic pathways;Sulfur relay system,mtm00270;mtm00920;mtm01100;mtm04122
MYCTH_2309065,Cell cycle - yeast;Meiosis - yeast;Ubiquitin mediated proteolysis,mtm04111;mtm04113;mtm04120
MYCTH_2309088,"Glycine, serine and threonine metabolism;Valine, leucine and isoleucine biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites;Carbon metabolism;Biosynthesis of amino acids",mtm00260;mtm00290;mtm01100;mtm01110;mtm01200;mtm01230
MYCTH_2309110,Cysteine and methionine metabolism;Selenocompound metabolism;Sulfur metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids,mtm00270;mtm00450;mtm00920;mtm01100;mtm01110;mtm01230
MYCTH_2309125,Protein processing in endoplasmic reticulum,mtm04141
MYCTH_2309135,Autophagy - other;Autophagy - yeast,mtm04136;mtm04138
MYCTH_2309142,Ribosome,mtm03010
MYCTH_2309146,Glycerolipid metabolism;Metabolic pathways,mtm00561;mtm01100
MYCTH_2309166,Protein processing in endoplasmic reticulum,mtm04141
MYCTH_2309205,Protein export,mtm03060
MYCTH_2309210,"Glycolysis / Gluconeogenesis;Citrate cycle (TCA cycle);Glycine, serine and threonine metabolism;Valine, leucine and isoleucine degradation;Lysine degradation;Tryptophan metabolism;Pyruvate metabolism;Glyoxylate and dicarboxylate metabolism;Propanoate metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Carbon metabolism;Biosynthesis of cofactors",mtm00010;mtm00020;mtm00260;mtm00280;mtm00310;mtm00380;mtm00620;mtm00630;mtm00640;mtm01100;mtm01110;mtm01200;mtm01240
MYCTH_2309261,Citrate cycle (TCA cycle);Glyoxylate and dicarboxylate metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Carbon metabolism;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids,mtm00020;mtm00630;mtm01100;mtm01110;mtm01200;mtm01210;mtm01230
MYCTH_2309271,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis;Metabolic pathways,mtm00563;mtm01100
MYCTH_2309273,Proteasome,mtm03050
MYCTH_2309275,Oxidative phosphorylation;Metabolic pathways,mtm00190;mtm01100
MYCTH_2309291,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_2309299,"Glycine, serine and threonine metabolism;Glycerophospholipid metabolism;Metabolic pathways;Biosynthesis of secondary metabolites",mtm00260;mtm00564;mtm01100;mtm01110
MYCTH_2309342,Protein processing in endoplasmic reticulum,mtm04141
MYCTH_2309353,Homologous recombination,mtm03440
MYCTH_2309354,Protein processing in endoplasmic reticulum,mtm04141
MYCTH_2309375,Arginine biosynthesis;Arginine and proline metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids,mtm00220;mtm00330;mtm01100;mtm01110;mtm01230
MYCTH_2309406,Cell cycle - yeast;Meiosis - yeast,mtm04111;mtm04113
MYCTH_2309422,Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of cofactors,mtm01100;mtm01110;mtm01240
MYCTH_2309471,Sulfur metabolism;Metabolic pathways,mtm00920;mtm01100
MYCTH_2309547,Starch and sucrose metabolism;Metabolic pathways;Biosynthesis of secondary metabolites,mtm00500;mtm01100;mtm01110
MYCTH_2309618,ABC transporters,mtm02010
MYCTH_2309644,Oxidative phosphorylation;Metabolic pathways,mtm00190;mtm01100
MYCTH_2309686,Pentose phosphate pathway;Metabolic pathways,mtm00030;mtm01100
MYCTH_2309720,Glycerophospholipid metabolism,mtm00564
MYCTH_2309751,Pantothenate and CoA biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of cofactors,mtm00770;mtm01100;mtm01110;mtm01240
MYCTH_2309758,Endocytosis,mtm04144
MYCTH_2309764,Amino sugar and nucleotide sugar metabolism;Metabolic pathways,mtm00520;mtm01100
MYCTH_2309766,Sulfur metabolism;Metabolic pathways,mtm00920;mtm01100
MYCTH_2309784,Oxidative phosphorylation,mtm00190
MYCTH_2309800,Oxidative phosphorylation;Metabolic pathways,mtm00190;mtm01100
MYCTH_2309812,DNA replication;Cell cycle - yeast;Meiosis - yeast,mtm03030;mtm04111;mtm04113
MYCTH_2309816,Endocytosis,mtm04144
MYCTH_2309838,MAPK signaling pathway - yeast;Mitophagy - yeast,mtm04011;mtm04139
MYCTH_2309843,Starch and sucrose metabolism;Metabolic pathways;Biosynthesis of secondary metabolites,mtm00500;mtm01100;mtm01110
MYCTH_2309848,Meiosis - yeast,mtm04113
MYCTH_2309854,Cell cycle - yeast;Ubiquitin mediated proteolysis;Protein processing in endoplasmic reticulum,mtm04111;mtm04120;mtm04141
MYCTH_2309890,beta-Alanine metabolism;Propanoate metabolism;Metabolic pathways;Carbon metabolism,mtm00410;mtm00640;mtm01100;mtm01200
MYCTH_2309919,Pentose and glucuronate interconversions;Fructose and mannose metabolism;Metabolic pathways,mtm00040;mtm00051;mtm01100
MYCTH_2309927,Ribosome biogenesis in eukaryotes,mtm03008
MYCTH_2309929,Phosphatidylinositol signaling system,mtm04070
MYCTH_2309965,Spliceosome,mtm03040
MYCTH_2309971,Inositol phosphate metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Phosphatidylinositol signaling system,mtm00562;mtm01100;mtm01110;mtm04070
MYCTH_2310016,Protein export;Protein processing in endoplasmic reticulum,mtm03060;mtm04141
MYCTH_2310028,Protein processing in endoplasmic reticulum,mtm04141
MYCTH_2310064,One carbon pool by folate;Metabolic pathways,mtm00670;mtm01100
MYCTH_2310069,Spliceosome,mtm03040
MYCTH_2310099,Endocytosis,mtm04144
MYCTH_2310121,"Histidine metabolism;Tyrosine metabolism;Phenylalanine metabolism;Phenylalanine, tyrosine and tryptophan biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids",mtm00340;mtm00350;mtm00360;mtm00400;mtm01100;mtm01110;mtm01230
MYCTH_2310148,Pantothenate and CoA biosynthesis,mtm00770
MYCTH_2310149,Pantothenate and CoA biosynthesis,mtm00770
MYCTH_2310162,Phagosome,mtm04145
MYCTH_2310189,Spliceosome,mtm03040
MYCTH_2310192,Cysteine and methionine metabolism;Sulfur metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids,mtm00270;mtm00920;mtm01100;mtm01110;mtm01230
MYCTH_2310203,Glycerophospholipid metabolism,mtm00564
MYCTH_2310228,Fatty acid biosynthesis;Metabolic pathways;Fatty acid metabolism,mtm00061;mtm01100;mtm01212
MYCTH_2310232,Fatty acid biosynthesis;Metabolic pathways;Fatty acid metabolism,mtm00061;mtm01100;mtm01212
MYCTH_2310234,Purine metabolism;Metabolic pathways,mtm00230;mtm01100
MYCTH_2310252,Galactose metabolism;Amino sugar and nucleotide sugar metabolism;Metabolic pathways,mtm00052;mtm00520;mtm01100
MYCTH_2310269,Oxidative phosphorylation;Metabolic pathways,mtm00190;mtm01100
MYCTH_2310298,Fructose and mannose metabolism;Metabolic pathways,mtm00051;mtm01100
MYCTH_2310394,Fatty acid elongation;Metabolic pathways;Fatty acid metabolism,mtm00062;mtm01100;mtm01212
MYCTH_2310396,Glycerophospholipid metabolism;Ether lipid metabolism;Metabolic pathways,mtm00564;mtm00565;mtm01100
MYCTH_2310419,N-Glycan biosynthesis;Various types of N-glycan biosynthesis;Metabolic pathways,mtm00510;mtm00513;mtm01100
MYCTH_2310435,"Fatty acid degradation;Valine, leucine and isoleucine degradation;Metabolic pathways;Biosynthesis of secondary metabolites;Fatty acid metabolism",mtm00071;mtm00280;mtm01100;mtm01110;mtm01212
MYCTH_2310437,Other types of O-glycan biosynthesis,mtm00514
MYCTH_2310439,RNA degradation,mtm03018
MYCTH_2310453,Vitamin B6 metabolism;Metabolic pathways;Biosynthesis of cofactors,mtm00750;mtm01100;mtm01240
MYCTH_2310492,"Valine, leucine and isoleucine degradation;beta-Alanine metabolism;Propanoate metabolism;Metabolic pathways;Carbon metabolism",mtm00280;mtm00410;mtm00640;mtm01100;mtm01200
MYCTH_2310516,Nucleotide excision repair,mtm03420
MYCTH_2310521,Oxidative phosphorylation;Metabolic pathways,mtm00190;mtm01100
MYCTH_2310541,Endocytosis,mtm04144
MYCTH_2310546,MAPK signaling pathway - yeast,mtm04011
MYCTH_2310567,Cell cycle - yeast;Meiosis - yeast,mtm04111;mtm04113
MYCTH_2310607,Nucleotide excision repair;Ubiquitin mediated proteolysis,mtm03420;mtm04120
MYCTH_2310645,Fatty acid elongation;Biosynthesis of unsaturated fatty acids;Metabolic pathways;Biosynthesis of secondary metabolites;Fatty acid metabolism,mtm00062;mtm01040;mtm01100;mtm01110;mtm01212
MYCTH_2310653,Ubiquitin mediated proteolysis;Protein processing in endoplasmic reticulum,mtm04120;mtm04141
MYCTH_2310660,N-Glycan biosynthesis;Various types of N-glycan biosynthesis;Metabolic pathways,mtm00510;mtm00513;mtm01100
MYCTH_2310667,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_2310737,Protein export,mtm03060
MYCTH_2310754,Endocytosis,mtm04144
MYCTH_2310786,Purine metabolism;Metabolic pathways,mtm00230;mtm01100
MYCTH_2310794,Basal transcription factors,mtm03022
MYCTH_2310803,Spliceosome,mtm03040
MYCTH_2310810,Inositol phosphate metabolism;Metabolic pathways;Phosphatidylinositol signaling system;Autophagy - yeast,mtm00562;mtm01100;mtm04070;mtm04138
MYCTH_2310812,mRNA surveillance pathway,mtm03015
MYCTH_2310821,Purine metabolism;Metabolic pathways,mtm00230;mtm01100
MYCTH_2310830,N-Glycan biosynthesis;Various types of N-glycan biosynthesis;Metabolic pathways;Protein processing in endoplasmic reticulum,mtm00510;mtm00513;mtm01100;mtm04141
MYCTH_2310869,Autophagy - yeast;Endocytosis,mtm04138;mtm04144
MYCTH_2310878,Spliceosome,mtm03040
MYCTH_2310881,Other types of O-glycan biosynthesis;Mannose type O-glycan biosynthesis;Metabolic pathways,mtm00514;mtm00515;mtm01100
MYCTH_2310893,SNARE interactions in vesicular transport,mtm04130
MYCTH_2310900,Pentose and glucuronate interconversions;Fructose and mannose metabolism;Metabolic pathways,mtm00040;mtm00051;mtm01100
MYCTH_2310901,Pentose and glucuronate interconversions;Metabolic pathways,mtm00040;mtm01100
MYCTH_2310909,Amino sugar and nucleotide sugar metabolism;Metabolic pathways,mtm00520;mtm01100
MYCTH_2310921,MAPK signaling pathway - yeast;Mitophagy - yeast,mtm04011;mtm04139
MYCTH_2310941,Endocytosis,mtm04144
MYCTH_2310989,Glutathione metabolism;Metabolic pathways,mtm00480;mtm01100
MYCTH_2310998,Endocytosis,mtm04144
MYCTH_2310999,RNA degradation,mtm03018
MYCTH_2311001,Glyoxylate and dicarboxylate metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Carbon metabolism,mtm00630;mtm01100;mtm01110;mtm01200
MYCTH_2311035,"Glycine, serine and threonine metabolism;Tyrosine metabolism;Phenylalanine metabolism;beta-Alanine metabolism;Metabolic pathways;Biosynthesis of secondary metabolites",mtm00260;mtm00350;mtm00360;mtm00410;mtm01100;mtm01110
MYCTH_2311044,Sphingolipid metabolism;Metabolic pathways,mtm00600;mtm01100
MYCTH_2311053,Phagosome,mtm04145
MYCTH_2311062,Citrate cycle (TCA cycle);Glyoxylate and dicarboxylate metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Carbon metabolism;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids,mtm00020;mtm00630;mtm01100;mtm01110;mtm01200;mtm01210;mtm01230
MYCTH_2311065,"Arginine biosynthesis;Alanine, aspartate and glutamate metabolism;Glyoxylate and dicarboxylate metabolism;Nitrogen metabolism;Metabolic pathways;Biosynthesis of amino acids",mtm00220;mtm00250;mtm00630;mtm00910;mtm01100;mtm01230
MYCTH_2311072,Glycolysis / Gluconeogenesis;Pyruvate metabolism;Methane metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Carbon metabolism,mtm00010;mtm00620;mtm00680;mtm01100;mtm01110;mtm01200
MYCTH_2311083,"Glycine, serine and threonine metabolism;Glyoxylate and dicarboxylate metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Carbon metabolism",mtm00260;mtm00630;mtm01100;mtm01110;mtm01200
MYCTH_2311092,Oxidative phosphorylation;Metabolic pathways,mtm00190;mtm01100
MYCTH_2311157,Ribosome biogenesis in eukaryotes,mtm03008
MYCTH_2311189,Ribosome,mtm03010
MYCTH_2311235,Metabolic pathways,mtm01100
MYCTH_2311243,Glyoxylate and dicarboxylate metabolism;One carbon pool by folate,mtm00630;mtm00670
MYCTH_2311258,"Glycine, serine and threonine metabolism;Metabolic pathways",mtm00260;mtm01100
MYCTH_2311282,Sulfur metabolism;Metabolic pathways,mtm00920;mtm01100
MYCTH_2311288,MAPK signaling pathway - yeast,mtm04011
MYCTH_2311297,Basal transcription factors,mtm03022
MYCTH_2311298,Homologous recombination;Non-homologous end-joining,mtm03440;mtm03450
MYCTH_2311299,Cell cycle - yeast;Meiosis - yeast;Ubiquitin mediated proteolysis,mtm04111;mtm04113;mtm04120
MYCTH_2311300,Nicotinate and nicotinamide metabolism;Metabolic pathways,mtm00760;mtm01100
MYCTH_2311330,Purine metabolism;Metabolic pathways,mtm00230;mtm01100
MYCTH_2311349,DNA replication,mtm03030
