Gene,GOID,DEFINITION,ONTOLOGY,TERM
MYCTH_2299088,GO:0004506,"Catalysis of the reaction: H(+) + NADPH + O(2) + squalene = (S)-2,3-epoxysqualene + H(2)O + NADP(+).",MF,squalene monooxygenase activity
MYCTH_2299088,GO:0016491,"Catalysis of an oxidation-reduction (redox) reaction, a reversible chemical reaction in which the oxidation state of an atom or atoms within a molecule is altered. One substrate acts as a hydrogen or electron donor and becomes oxidized, while the other acts as hydrogen or electron acceptor and becomes reduced.",MF,oxidoreductase activity
MYCTH_2145425,GO:0006629,"The chemical reactions and pathways involving lipids, compounds soluble in an organic solvent but not, or sparingly, in an aqueous solvent. Includes fatty acids; neutral fats, other fatty-acid esters, and soaps; long-chain (fatty) alcohols and waxes; sphingoids and other long-chain bases; glycolipids, phospholipids and sphingolipids; and carotenes, polyprenols, sterols, terpenes and other isoprenoids.",BP,lipid metabolic process
MYCTH_2145425,GO:0020037,"Interacting selectively and non-covalently with heme, any compound of iron complexed in a porphyrin (tetrapyrrole) ring.",MF,heme binding
MYCTH_2145425,GO:0005506,Interacting selectively and non-covalently with iron (Fe) ions.,MF,iron ion binding
MYCTH_2305439,GO:0003924,Catalysis of the reaction: GTP + H2O = GDP + phosphate.,MF,GTPase activity
MYCTH_2305439,GO:0005525,"Interacting selectively and non-covalently with GTP, guanosine triphosphate.",MF,GTP binding
MYCTH_2055845,GO:0006865,"The directed movement of amino acids, organic acids containing one or more amino substituents, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore.",BP,amino acid transport
MYCTH_2055845,GO:0016020,A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.,CC,membrane
MYCTH_2298578,GO:0003700,"Interacting selectively and non-covalently with a specific double-stranded genomic DNA sequence (sometimes referred to as a motif) within the regulatory region of a gene to modulate transcription. Regulatory regions include promoters (proximal and distal) and enhancers. Genes are transcriptional units, and include bacterial operons.",MF,DNA-binding transcription factor activity
MYCTH_2298578,GO:0006355,"Any process that modulates the frequency, rate or extent of cellular DNA-templated transcription.",BP,"regulation of transcription, DNA-templated"
MYCTH_2310405,GO:0022857,"Enables the transfer of a substance, usually a specific substance or a group of related substances, from one side of a membrane to the other.",MF,transmembrane transporter activity
MYCTH_2312423,GO:0003676,Interacting selectively and non-covalently with any nucleic acid.,MF,nucleic acid binding
MYCTH_2312423,GO:0004386,"Catalysis of the reaction: ATP + H2O = ADP + phosphate, to drive the unwinding of a DNA or RNA helix.",MF,helicase activity
MYCTH_2312423,GO:0003724,Catalysis of the reaction: ATP + H2O = ADP + phosphate; this reaction drives the unwinding of an RNA helix.,MF,RNA helicase activity
MYCTH_2297696,GO:0003712,"A protein or a member of a complex that interacts specifically and non-covalently with a DNA-bound DNA-binding transcription factor to either activate or repress the transcription of specific genes. Coregulators often act by altering chromatin structure and modifications. For example, one class of transcription coregulators modifies chromatin structure through covalent modification of histones. A second ATP-dependent class modifies the conformation of chromatin. A third class modulates interactions of DNA-binding transcription factor with other transcription coregulators.",MF,transcription coregulator activity
MYCTH_71222,GO:0005315,"Enables the transfer of a inorganic phosphate from one side of a membrane to the other, up its concentration gradient. The transporter binds the solute and undergoes a series of conformational changes. Transport works equally well in either direction and is driven by a chemiosmotic source of energy. Secondary active transporters include symporters and antiporters.",MF,inorganic phosphate transmembrane transporter activity
MYCTH_2311384,GO:0004672,"Catalysis of the phosphorylation of an amino acid residue in a protein, usually according to the reaction: a protein + ATP = a phosphoprotein + ADP.",MF,protein kinase activity
MYCTH_2311384,GO:0004674,"Catalysis of the reactions: ATP + protein serine = ADP + protein serine phosphate, and ATP + protein threonine = ADP + protein threonine phosphate.",MF,protein serine/threonine kinase activity
MYCTH_2311384,GO:0005524,"Interacting selectively and non-covalently with ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator.",MF,ATP binding
MYCTH_106293,GO:0005515,Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).,MF,protein binding
MYCTH_106293,GO:0008092,"Interacting selectively and non-covalently with any protein component of any cytoskeleton (actin, microtubule, or intermediate filament cytoskeleton).",MF,cytoskeletal protein binding
MYCTH_106293,GO:0006897,A vesicle-mediated transport process in which cells take up external materials or membrane constituents by the invagination of a small region of the plasma membrane to form a new membrane-bounded vesicle.,BP,endocytosis
MYCTH_2306817,GO:0005215,"Enables the directed movement of substances (such as macromolecules, small molecules, ions) into, out of or within a cell, or between cells.",MF,transporter activity
MYCTH_2306817,GO:0000166,"Interacting selectively and non-covalently with a nucleotide, any compound consisting of a nucleoside that is esterified with (ortho)phosphate or an oligophosphate at any hydroxyl group on the ribose or deoxyribose.",MF,nucleotide binding
MYCTH_2306817,GO:0005388,Enables the transfer of a solute or solutes from one side of a membrane to the other according to the reaction: ATP + H2O + Ca2+(cis) = ADP + phosphate + Ca2+(trans).,MF,"calcium transmembrane transporter activity, phosphorylative mechanism"
MYCTH_2307949,GO:0016491,"Catalysis of an oxidation-reduction (redox) reaction, a reversible chemical reaction in which the oxidation state of an atom or atoms within a molecule is altered. One substrate acts as a hydrogen or electron donor and becomes oxidized, while the other acts as hydrogen or electron acceptor and becomes reduced.",MF,oxidoreductase activity
MYCTH_56445,GO:0003677,Any molecular function by which a gene product interacts selectively and non-covalently with DNA (deoxyribonucleic acid).,MF,DNA binding
MYCTH_56445,GO:0005634,"A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent.",CC,nucleus
MYCTH_2304672,GO:0008277,"Any process that modulates the frequency, rate or extent of G protein-coupled receptor signaling pathway.",BP,regulation of G protein-coupled receptor signaling pathway
MYCTH_116384,GO:0005515,Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).,MF,protein binding
MYCTH_2299388,GO:0008641,"Catalysis of the activation of small proteins, such as ubiquitin or ubiquitin-like proteins, through the formation of an ATP-dependent high-energy thiolester bond.",MF,ubiquitin-like modifier activating enzyme activity
MYCTH_2299388,GO:0006464,"The covalent alteration of one or more amino acids occurring in proteins, peptides and nascent polypeptides (co-translational, post-translational modifications) occurring at the level of an individual cell. Includes the modification of charged tRNAs that are destined to occur in a protein (pre-translation modification).",BP,cellular protein modification process
MYCTH_80023,GO:0005854,"A heterodimeric protein complex that can reversibly bind to ribosomes, and is located in direct proximity to newly synthesized polypeptide chains as they emerge from the ribosome.",CC,nascent polypeptide-associated complex
MYCTH_66088,GO:0008233,Catalysis of the hydrolysis of a peptide bond. A peptide bond is a covalent bond formed when the carbon atom from the carboxyl group of one amino acid shares electrons with the nitrogen atom from the amino group of a second amino acid.,MF,peptidase activity
MYCTH_66088,GO:0003777,"Catalysis of movement along a microtubule, coupled to the hydrolysis of a nucleoside triphosphate (usually ATP).",MF,microtubule motor activity
MYCTH_37844,GO:0008061,"Interacting selectively and non-covalently with chitin, a linear polysaccharide consisting of beta-(1->4)-linked N-acetyl-D-glucosamine residues.",MF,chitin binding
MYCTH_2301985,GO:0005515,Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).,MF,protein binding
MYCTH_2295433,GO:0003756,Catalysis of the rearrangement of both intrachain and interchain disulfide bonds in proteins.,MF,protein disulfide isomerase activity
MYCTH_2299692,GO:0008168,Catalysis of the transfer of a methyl group to an acceptor molecule.,MF,methyltransferase activity
MYCTH_2294253,GO:0005215,"Enables the directed movement of substances (such as macromolecules, small molecules, ions) into, out of or within a cell, or between cells.",MF,transporter activity
MYCTH_2294253,GO:0000166,"Interacting selectively and non-covalently with a nucleotide, any compound consisting of a nucleoside that is esterified with (ortho)phosphate or an oligophosphate at any hydroxyl group on the ribose or deoxyribose.",MF,nucleotide binding
